source,model,task,T,rule,greedy,plain,loss,gain,lo,hi,acc
main_grid,qwen2.5-7b-instruct,gsm8k,1.3,min_p,92.0,88.66666666666666,3.333333333333343,5.333333333333332,0.6666666666666664,10.666666666666664,94.0
main_grid,qwen2.5-7b-instruct,gsm8k,1.3,top_n_sigma,92.0,88.66666666666666,3.333333333333343,3.333333333333333,-2.842170943040401e-16,7.333333333333332,92.0
main_grid,qwen2.5-7b-instruct,mmlu_pro,0.7,top_p,62.0,65.33333333333333,-3.3333333333333286,1.3333333333333326,-6.666666666666668,8.666666666666664,66.66666666666667
main_grid,qwen2.5-7b-instruct,mmlu_pro,0.7,top_k,62.0,65.33333333333333,-3.3333333333333286,-2.6666666666666674,-10.0,4.666666666666666,62.66666666666666
main_grid,qwen2.5-7b-instruct,mmlu_pro,0.7,min_p,62.0,65.33333333333333,-3.3333333333333286,-4.666666666666666,-13.333333333333332,4.0,60.66666666666667
main_grid,qwen2.5-7b-instruct,mmlu_pro,0.7,top_n_sigma,62.0,65.33333333333333,-3.3333333333333286,-7.999999999999999,-16.666666666666668,-5.684341886080802e-16,57.333333333333336
main_grid,qwen2.5-7b-instruct,mmlu_pro,1.0,top_p,62.0,66.0,-4.0,-1.3333333333333328,-8.0,5.333333333333335,64.66666666666666
main_grid,qwen2.5-7b-instruct,mmlu_pro,1.0,top_k,62.0,66.0,-4.0,-4.666666666666666,-11.333333333333332,1.3333333333333337,61.33333333333333
main_grid,qwen2.5-7b-instruct,mmlu_pro,1.0,min_p,62.0,66.0,-4.0,-4.666666666666666,-11.999999999999998,2.6666666666666674,61.33333333333333
main_grid,qwen2.5-7b-instruct,mmlu_pro,1.0,top_n_sigma,62.0,66.0,-4.0,-1.3333333333333324,-8.0,5.333333333333335,64.66666666666666
main_grid,qwen2.5-7b-instruct,mmlu_pro,1.3,top_p,62.0,57.99999999999999,4.000000000000007,2.666666666666666,-5.333333333333334,10.000000000000002,60.66666666666667
main_grid,qwen2.5-7b-instruct,mmlu_pro,1.3,top_k,62.0,57.99999999999999,4.000000000000007,-1.3333333333333337,-9.333333333333336,6.016666666666577,56.666666666666664
main_grid,qwen2.5-7b-instruct,mmlu_pro,1.3,min_p,62.0,57.99999999999999,4.000000000000007,-1.333333333333334,-10.0,7.333333333333334,56.666666666666664
